UserId,CreationDate,Text
17,2010-12-01,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse http://C apple microsoft samsung sony computer monitor digital dell keyboard mouse
17,2010-12-02,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
17,2010-12-03,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
18,2010-12-01,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
18,2010-12-02,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
18,2010-12-03,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
19,2010-12-01,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
19,2010-12-02,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
19,2010-12-03,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
20,2010-12-01,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
20,2010-12-02,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
20,2010-12-03,apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse apple microsoft samsung sony computer monitor digital dell keyboard mouse
21,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
21,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
21,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
22,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
22,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
22,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing http://R football volleyball basketball baseball swimming hiking biking running climbing boxing
23,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
23,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
23,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
24,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing
24,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing http://K football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
24,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
25,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing http://D
25,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
25,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
26,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
26,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
26,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
27,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
27,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
27,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
28,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
28,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
28,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
29,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
29,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
29,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
30,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
30,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
30,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing http://S
31,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
31,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
31,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
32,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
32,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing http://L football volleyball basketball baseball swimming hiking biking running climbing boxing
32,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
33,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
33,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
33,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
34,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing http://E football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing
34,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
34,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
35,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
35,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
35,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
36,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
36,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
36,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
37,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
37,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
37,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
38,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
38,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
38,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
39,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
39,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
39,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing http://T football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
40,2010-12-01,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
40,2010-12-02,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing http://M
40,2010-12-03,football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing football volleyball basketball baseball swimming hiking biking running climbing boxing
41,2010-12-01,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
41,2010-12-02,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
41,2010-12-03,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
42,2010-12-01,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom http://F whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
42,2010-12-02,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
42,2010-12-03,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
43,2010-12-01,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
43,2010-12-02,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
43,2010-12-03,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
44,2010-12-01,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
44,2010-12-02,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
44,2010-12-03,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
45,2010-12-01,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
45,2010-12-02,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
45,2010-12-03,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
46,2010-12-01,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
46,2010-12-02,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
46,2010-12-03,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
47,2010-12-01,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
47,2010-12-02,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
47,2010-12-03,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom http://U football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
48,2010-12-01,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
48,2010-12-02,football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom football volleyball basketball baseball swimming whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom
